,Unnamed: 0,premise,text,stance
17,17.0,face masks,"A guy with no mask just knocked on my door. I have big loud dogs, he backed away. I stuck my head out and he yelled across the yard. He's selling frozen beef. Holy hell, he came to my door with no mask.",1
18,18.0,face masks,"Y’all, wearing a mask is great. I can mouth the words to the weird song I have in my head and no one looks at me funny.",1
19,19.0,face masks,"It's ironic that some people refuse to wear a mask because they say it takes away their freedom, but when you do wear a mask, you have the freedom to go about anywhere &amp; in any store you want to. 
Please #WearAMask so we can beat this, then none of us will have to",1
20,20.0,face masks,"Over 155,000 Americans have succumbed to Covid-19 and too many more will.

Your right to not wear a mask is disrespectful to all front line workers and your fellow citizens. 

Your right to not wear a mask contributes to our country’s horrific toll.",1
21,21.0,face masks,"— frickin’ idea what they’re talking about and how people like her are part of the problem. Sure, masks aren’t the cure for #COVID19 . But it certainly helps in being a preventative from the spread of the virus. So, again, #WearAMaskPlease.",1
22,22.0,face masks,"A to Z #NoMasks 
Reason you r a Non-masker
You are:
Arrogant 
Brainless
Careless with others 
Dumb
Egotistical 
Fox News Watcher
Germ gigolo
Hypocrite 
Ill-informed￼
Jerk
KKK sympathizer 
Lame 
Manic
Narcissist￼
Oppressor 
#Covid_19 #DrFauci #coronavirus #MaskUp ",1
23,23.0,face masks,@Gay_Alcorn @BarnsGreg Why are you asking stupid questions? Give people an inch they take a mile #StayHomeSaveLives,1
24,24.0,face masks,"@CheyenneNDN @Glowysoe @RobynFlowers18 @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @NicoleNunn20 @ccsllew @AmateurMmo @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @cookiem89151957 @TroianoNic @JTSand138138 @TrumpBear4 @comeundone0 @AndyPadrutt @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @AngBonCan @Wikweko @Brentp56 @WilliamFPeters2 @BackNBlack1975 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @YetiEye @100Mohawk @BrahmaGreg @Rob83753057 @RandomFSM I don't get the fight against facemasks. Ppl have worn clothes, shoes, hats, etc for years. Ppl wear seatbelts &amp; helmets. Athletes wear padding. Men wear condoms. No one ranted that rights were being violated when all of that stuff became a thing.",1
25,25.0,face masks,Just worked the front end of a central Iowa grocery store. Counted 508 people. 68 had on masks.. #iowa #COVIDIDIOTS #grocery,1
26,26.0,face masks,I guess I should’ve know any effort to flatten the curve that depended on an overwhelming majority of Americans to refrain from being self-centered was doomed to fail.,1
28,28.0,face masks,"@mickjason @PeteFestersen When the TSA started making us remove our shoes, practically strip &amp; let them see details of our bodies in X-ray-like machines just to get on a plane, did you stop flying? If not, why are you OK with that but wearing a mask makes you a #crybaby? #WearADamnMask",1
29,29.0,face masks,@NPR Is that Tucker Carlson?  #COVIDIOTS,1
31,31.0,face masks,Day 1292 with a contagious haiku: Endless quarantine. America is broken. Wear your fucking mask.,1
32,32.0,face masks,"@jimdonovancbs3 @SEPTA No need to be patient. Not wearing a mask in public (as mandated by PA Governor) is the equivalent of swinging around a gun with the safety off; somebody’s going to get hurt. That said, I see Philadelphia P/O watch people walk around w/o masks and they say nada!",1
33,33.0,face masks,"@Politidope @JoeGruters No mask? Careless, self-centered no concern for anyone else’s health. Don’t be like Joe",1
34,34.0,face masks,"Friends, I just want to go to restaurants and attend music events again... but I can't... because I have a fucking brain, and I know you idiots are out there without masks, coughing on everyone else. #stayhome",1
35,35.0,face masks,Shut out to the gas station workers who even though the front door says mask mandatory weren’t wearing one but compliments my #AgentCarter mask!,1
36,36.0,face masks,It just occurred to me that since we will still be wearing face masks in the winter my nose will actually be warm.,1
37,37.0,face masks,"I put a face mask over the air intake of my car to be safe and my car broke down. Who knew that limiting the air intake is bad for your car. It’s ok for the human body though isn’t it uncle @DanielAndrewsMP ?
#resignDanielAndrews #endthelockdown",1
38,38.0,face masks,@OurRevolution An wear masks!!!!!!!,1
39,39.0,face masks,@RousseauRick She probably had too many non mask wearing assholes to deal with..lol. I feel bad the employees are left to enforce the masks. These stores need security to deal with the Covididiots :angry::angry::angry::angry:,1
40,40.0,face masks,"@realDonaldTrump And so many without masks!  Wtf, people?",1
41,41.0,face masks,"@NeilClark66 @freddie801 Neil, stop being a snowflake and wear a mask. It won’t be forever, and it will help the most vulnerable to be protected against covid19. I wear one every day at work, it’s no big deal.",1
42,42.0,face masks,@BethanAngharadL @ks_1968 All the more recent evidence points to their effectiveness but you're quite right the precautionary principle demanded they be used.,1
43,43.0,face masks,"@wheredoustand1 @Ms_Deville @lightfal @itsJeffTiedrich @realDonaldTrump Welp considering the it’s the States who are being travel banned right now and more people have died then in wars, maybe it’s not a hoax?

Ps had Trump taken Covid seriously, economy probably wouln’t have crashed like it did

#consequences ",1
44,44.0,face masks,"More good news: 75% of healthy 45-53 yr old patients that recovered from Covid have permanent structural damage to their hearts = to a heart attack. 
But masks are hot.",1
45,45.0,face masks,@AsburyParkPress Murphy needs to shut down the restaurants. None of the employees are keeping their faces covered. So unsanitary. #WearAMask,1
46,46.0,face masks,Refusing to wear a mask radiates small dick energy.,1
47,47.0,face masks,Being the only one in Ace Hardware wearing a mask feels very similar to when they'd assign group projects in school.  Except then I could at least do all the work myself.,1
48,48.0,face masks,@APCentralRegion @AP What a #COVIDIOT. #MaskUpMichigan #maskup,1
49,49.0,face masks,Masks set the precedent for vaccines. #COVID19,1
50,50.0,face masks,"Starting today, people in Marion and Polk counties will be required to wear a face mask when they are in public, indoor spaces. This mandate comes in an attempt to prevent the spread of #COVID19. #Coronavirus #oregon #salemoregon #OR #SalemOR #clypiancoverage ",1
51,51.0,face masks,Tomorrow #NH will host a #NASCAR race that is expected to draw 12K.  We are the only state in the entire Norteast w/out a mask mandate. This is a potential #COVID19 superspreader event. You may be “over” the pandemic - but it’s not over you.,1
52,52.0,face masks,On the bus. Out of the 6 people on the lower deck only 2 have their masks on properly 3 have their mouths covered but their nose poking out and one has it round their neck. Just what is the point? It’s really not that hard,1
53,53.0,face masks,RT if you have at least one mask hanging from the rear view  mirror of ya car :mask: #MasksOnOhio,1
54,54.0,face masks,"@SpeakerVos Masks in public places are a necessary prevention tool.
You DON'T need to have symptoms to be infected. Many people get Covid and never experience symptoms- They're known as silent Carriers, who are indeed, Spreading the virus.",1
56,56.0,face masks,@mrswhite321 @Rachael1418 @GovMikeDeWine It isn’t. Mask or ventilator. Make your choice.,1
57,57.0,face masks,The realization of how many think we're nvincible to #COVID19 was never more apparent until we saw people actually walk into the funeral home with no mask defying our state order. You're literally standing with the dead all around you and you still don't get it.,1
58,58.0,face masks,People on India have to started to take this situation as a joke. People are no longer wearing masks and are roaming free. It's very disappointing.,1
59,59.0,face masks,"We've also added an event in Philadelphia and a real dumb anti-mask rally in MN.

I'm still working up a tik tok joke, but I'm only on my first cup of coffee.  Keep an eye on this thread.

#BlackLivesMatter",1
60,60.0,face masks,"T1 Buses in Aberaeron will not let you on the bus unless you are wearing a mask - exempt included!

This has buggered people up who I know are exempt ... 

#MaskUp",1
61,61.0,face masks,@TheAltarOfAndy @JudgeJeanine That’s OK don’t wear a Mask go be THAT person but when you get sick don’t come crying as they intibate you,1
64,64.0,face masks,I have an idea. Everyone has their temperature taken at the entrance of the bar. Everyone not wearing a mask gets it taken rectally.,1
65,65.0,face masks,"Hey Team KC, y’all better put those Team Kelly masks up for sale!!! :raising_hands_light_skin_tone::thumbs_up_light_skin_tone:",1
66,66.0,face masks,"@Walmart start protecting your employees and customers and start regulating and mandating masks. I probably have it already as well as 8 other associates in my neighborhood market. 
Please at least pretend you care. 
They actually help. ",1
67,67.0,face masks,"It may not be a representative sample, but it was still really gratifying seeing nearly everyone at the @MortonArboretum wearing masks yesterday on the paths.",1
68,68.0,face masks,"I'm not condoning violence, but why are all the stories about people catching a beating over masks about people who actually comply? You would think the non-mask wearers would be the ones on the run.:thinking_face:
#MaskItOrCasket",1
69,69.0,face masks,"@wiscontext @WashCoWisco @PBSWI @WashCoExec Over 148,000 Americans :flag_for_United_States: have died. We are not showing them any respect or learning from the senseless deaths that could be avoided by wearing a mask. Obviously Washington County and other counties are failing as  #COVID19 # 's keep:arrow_up::arrow_up:",1
70,70.0,face masks,@steeletalk @richardzussman @masks4canada @CKNW Thank goodness! She needs to be shown the light because clearly she refuses to believe in mask use. It makes zero sense.,1
71,71.0,face masks,"Get use to being uncomfortable, so ADAPT to NEW NORMAL! WEAR THE MASK! ",1
72,72.0,face masks,"Oh, I can’t tonight. I washing my masks. #SocialDistancing",1
73,73.0,face masks,@StopandShop Hey there..“No Mask No Service” is not being enforced in your Hempstead trpk and Wantaugh ave location. Have to stare down folks with a chinstraps every turn I make. I care about my senior mother that I take food shopping! This is pitiful! #StopAndShop,1
75,75.0,face masks,"@nuts2406 @JayaTigerLily @VJ79654309 @Srinivas_Kamath @JayaTigerLily is just ad nauseum repeating her diatribe. One where she offers no science, no logic, no evidence that is abreast with understanding and advisories issued by health authorities. She is sabotaging efforts to create awareness here on Masks!",1
76,76.0,face masks,@mikemcmannmd @AllieGatorFL @Tips89_ @GovRonDeSantis @BrowardHealth You understand that he literally altered scientific data to help @realDonaldTrump right!?  And he won’t issue a mask mandate,1
77,77.0,face masks,"Nothing like getting b*tched at by a Karen to ruin your afternoon. And of course, she was about a foot away from me and not wearing a mask. :face_with_rolling_eyes: Perfect.",1
78,78.0,face masks,"@SenJeffMerkley @realDonaldTrump Dear Senator, thank you for all you do to represent Oregon. Hair clippers are fairly inexpensive and easy to use. Or next time you’re in the valley, I’ll even trim your hair, mask and all. And as an educator I have practiced social distancing all summer.  :scissors_selector: :man_getting_haircut_selector:",1
79,79.0,face masks,"Just got word that my coworker tested positive for covid-19. He was anti mask and went to parties without any care for the people around him. Now because of him I'm scared for my life.

Please for the love of god, #WearAMask",1
80,80.0,face masks,@DeanObeidallah @TheDeansreport @CNNOpinion Imagine being such a selfish asshole that you place your desire not to wear a mask as more important than a human life.,1
81,81.0,face masks,"@PollyAndry @AnaCabrera What, are they children??? Grow up ppl &amp; wear the damn mask! This is not about politics, not about Liberty and not about YOU.

It is about 150K FELLOW AMERICANS who have NEEDLESSLY DIED bc of ignorant &amp; selfish choices made by others.",1
82,82.0,face masks,I tested positive for Covid. Got it from a friend. I assumed she was being responsible for my safety when she asked to meet for lunch. Found out she was infected by an online date. She didn't know him. She didn't wear a mask. Or distance. I then exposed my parents.,1
83,83.0,face masks,"@RightWingWatch I wonder what his take would be on “No Shirt, No Shoes, No Service” #Masks",1
84,84.0,face masks,"ANYBODY WHO SAYS MASK ARENT EFEECTIVE DONT GOT NOTHING TO WORRY ABOUT, THEY’RE ALREADY SICK.... MENTALLY #WearAMask",1
85,85.0,face masks,"@RileyKays @GiroSammy @HeatherBadenoch @nytimes @FuzzyWuzzyTO It’s incorrect but it if makes you feel better it’s simple: stay home as much as possible, wear a fabric mask when you do have to go out and get some surgical masks if you need to be out for extended periods of time. 
You’re welcome",1
86,86.0,face masks,"A face mask in not impeding your everyday life. I just went into a sandwich shop and a sausage bap, wearing a face covering. It's so simple...",1
87,87.0,face masks,It doesn't feel safe to ride with the @MBTA because they aren't enforcing their mask policy on all their trains,1
88,88.0,face masks,"Wear a mask please.

#WearAMask",1
89,89.0,face masks,"@realDonaldTrump They just closed my towns city hall indefinitely because an employee tested positive.  Adults can't figure out masks and social distancing.  But sure lets cram kids into buses and classrooms.
#TrumpVirus2020",1
90,90.0,face masks,"Does it do any good to put a sign on a door if you don’t enforce it.  I went into the @PilotFlyingJ in Flatwoods, WV &amp; only 1 out of 5 customers had a mask on.  It’s hard to enforce though when the manager hangs her mask under her chin.",1
91,91.0,face masks,People in India are no longer serious about this situation. There are cases increasing everyday and people are getting careless. I am disappointed. So if not for your wear a mask for others.,1
92,92.0,face masks,"@Starbucks I went to Starbucks at 2961 Michelson Dr, Irvine, CA 92612 at 1:30 pm today. Cashier and the girl at order pick up counter were not wearing face mask. This seems not implementing California order. #Starbucks ",1
93,93.0,face masks,"@HomelessnessSD @victv This is ridiculous. I’m all for religion, just safe from my couch. As a San Diego women who got covid from a restaurant in Carlsbad. (Negative now). Wear a damn mask people, I almost died from this crap!",1
94,94.0,face masks,"@realDonaldTrump If YOU STUPID:face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth:#MAGA MORONS had worn masks since March like the rest of us did, the #COVID19 virus would no longer be spreading EXPONENTIALLY (look it up) and our schools COULD REOPEN and economy would be well into recovery - like the REST of the WORLD!:triumph::triumph::triumph::triumph:",1
96,96.0,face masks,There's many reasons someone may not wear a mask. The only one that should concern anyone is that it's none of your business. Protect yourself. #COVID__19 #MaskUp,1
97,97.0,face masks,"I work 10 hours in a 96 degree wearhouse walking 20,000+ steps a day and lifting heavy boxes and I wear a mask. STOP COMPLAINING YOU CANT BREATH WELL ENOUGH TO WALK 30 MiN WITH A MASK. ",1
98,98.0,face masks,"In March our amazing backyard neighbor died from COVID-19. Today I’m watching people (thankfully wearing masks) go through all his stuff as part of an estate sale. It’s all so sad. If we had shut down earlier, he would likely still be here.",1
99,99.0,face masks,Spending the afternoon watching a 3-on-3 youth soccer tournament at @etownsportspark. Beautiful day...but a shame there’s no signage or enforcement of mask wearing. Come on...we can do better! @KYHealthAlerts,1
100,100.0,face masks,"My mask doesn't stop... um, let's say 'Herefordshire scents' but it does keep my mouth dry from rain.

In other words, oxygen can get through masks, but droplets containing the virus cannot.",1
101,101.0,face masks,13 hrs with a face mask today. Non-stop! If I hear someone complaining ...,1
102,102.0,face masks,Twitter folk are uber sensitive today! #MaskUp,1
103,103.0,face masks,Don’t be an ignoramous; wear a damn mask.,1
104,104.0,face masks,"Covid-19 cases rise so highly meanwhile the people awareness of Covid-19 has been rapidly going down at the low level. Whenever I went outside, I saw most people didn't wear mask. That also indicate how people stupidity is rapidly going up at the high level",1
105,105.0,face masks,"I know everyone’s freaked about American tourists coming to Ireland but I was shopping in dunnes earlier &amp; half the shop weren’t wearing masks :woman_facepalming_light_skin_tone: can we at least try to get it right ourselves, please ",1
106,106.0,face masks,@jeffmason1 @realDonaldTrump at least 22 people in this photo and maybe 3 are wearing masks... They run our government :face_with_rolling_eyes:,1
107,107.0,face masks,"I wonder if the people concerned about Co2 accumulating in their #masks and effecting how they breath, are the same people that don’t believe in the science behind the #ClimateChange?   ",1
109,109.0,face masks,"Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe.",1
110,110.0,face masks,You know the whole point of a mask mandate is to WEAR the mask? NOT put it on your ear and let it hang or leave it by your water bottle or not wear it at all.,1
112,112.0,face masks,At this point I will happily take a couple of months of martial law just so that at the end of it I can get back to my fucking life! WEAR YOUR MASK PEOPLE AND PUT IT OVER YOUR GOD DAMN NOSE! I hate this fucking city #Nashville #COVIDIOT #coronavirus,1
114,114.0,face masks,"If you can find a better place to buy gas than @Wawa - do so. I went to buy pretzels at Lionville 113 store and a white male was brazenly in the store without a mask. You need to refuse service to people not wearing masks.
#WearAMask",1
115,115.0,face masks,"Not wearing a mask is ""small dick energy.""",1
116,116.0,face masks,@Patriotize Yep masks only worn in the O.R. and infection contagion risk areas of high risk patients. And they were not these cheap ass blue and white paper masks they were N95 respirator masks. :pray::flag_for_United_States::heart::frog:,1
117,117.0,face masks,"@ESPNMichele @Rachel__Nichols Prayers for Mr. Rodriguez :folded_hands_light_skin_tone:.  Wear your mask please. Don’t care about your political party, please for the sake of commen sense, for sports, for kids, for your kids or your parents.",1
118,118.0,face masks,"Well, it finally happened. Someone close to me has been diagnosed with #COVID19 
It is absolutely terrifying to watch. Please",1
119,119.0,face masks,@MiaFarrow Look at all the gear our medical professional are wearing but folks want to whine and complain about wearing a mask??,1
120,120.0,face masks,#sundayvibes don’t consider yourself a pro life Republican if you won’t wear a mask :mask:,1
121,121.0,face masks,@calhouns So you won’t have employees wear mandated face masks?  So long.  Will NEVER frequent your restuarants!!  Maybe you could not enforce the smoking law too.  #calhouns #knoxville,1
122,122.0,face masks,@garethicke @Norrienon anyone who doesn't comply with face coverings ect deserve to catch covid and end on a ventilator and die #WearAMask,1
123,123.0,face masks,"Wearing masks during the pandemic is obviously a necessity, and those that aren't are just selfish or moronic. I wear a neck gaiter mask and it doesn't bother me at all, in fact it makes me feel better (probably due to my anxiety) - Am I alone in feeling that way?",1
124,124.0,face masks,DO NOT REOPEN SCHOOLS!! #DoNotReopenSchools #ProtectStudents #KeepUsSafe #COVID19 #MaskUp,1
126,126.0,face masks,"@RightWingWatch What if, stay with me on this, the mask wasn't an affront to his freedom, but a statement about his compassion for others.  Also, he's f***ing idiot and we'd appreciate it if people like him didn't wrap their ignorance in our flag.",1
127,127.0,face masks,"@Glowysoe @OGKBEAR @Dadilicious2 @KingRezizt @WeinreichHolly @realCheeto1 @NicoleNunn20 @ccsllew @AmateurMmo @Pittsburgbitch @leahbake @Duke_of_Phale @Burgh_bitch @cookiem89151957 @TroianoNic @MelindaRenee72 @JTSand138138 @TrumpBear4 @comeundone0 @AndyPadrutt @BResisting @JoeBiden @MeidasTouch @Eiggam5955 @brianlewis3282 @waltsimsjr @onit1977 @jenjones207 @BigPixieKiss @Flyin_Nrs @Peatches66 @Boomer818 @Jeff_resist @babaloo2 @TruthfulReal1ty @BradyBoo75 @AngBonCan @Wikweko @Brentp56 @WilliamFPeters2 @BackNBlack1975 @CapAmerica1111 @BogdanoffElaine @TCRG2012 @YetiEye @100Mohawk @CheyenneNDN @BrahmaGreg @Rob83753057 @RandomFSM The Whitehouse Cowboy is a slow learner, but even he realises that masks slow the spread of Covid. I’d rather listen to medical specialists- WHO, CDC than the quack Immanuel spouting about dream sex with demons causing Covid. Viruses don’t have a political agenda?",1
128,128.0,face masks,@KrisTStacey1 Just try test driving what you think your Constitutional rights are... you’ll get kicked out of Bass Pro Shop...and anywhere else you try to shop without a mask.  You do not have the right to put other people’s health in danger.,1
129,129.0,face masks,Still beyond me why teens will not be wearing masks in schools :thinking_face:,1
130,130.0,face masks,"@DianeEv62398271 Yes. Wear the damn mask.

It's. Not. Hard.

But if it feels hard for you. Remember.

We can do hard things.

@GlennonDoyle #MaskUp",1
131,131.0,face masks,"Was out at Target Express in Cupertino earlier this afternoon, noticed a shopper sans mask #WTF",1
132,132.0,face masks,"@GovernorTomWolf All you snowflake republicans, wear a fucking mask. #WearAMask #wearafuckingmask #WearADamnMask",1
133,133.0,face masks,Person on the BBC today said she won’t wear a mask because she’s Claustrophobia. I mean come on! :joy::man_facepalming_light_skin_tone:,1
134,134.0,face masks,"If you think wearing a mask makes you look stupid, when's the last time you looked in the mirror? ",1
135,135.0,face masks,Face masks will now be compulsory on public transport says Minister @Ross_Shane1. Great that he's put an end to the 'maybes' and 'perhaps' ' which have delayed the decision by weeks.,1
136,136.0,face masks,Today is the first time I have had to visit my doctors office since COVID began. I’m very impressed at how things are being run but the only way these services will remain accessible is if you wear a mask. So please,1
137,137.0,face masks,"Seriously, why do I smile as I pass by people while wearing my mask? But still, ",1
138,138.0,face masks,I am so fucking tired of GROWN ADULTS whining and complaining about having to wear a mask in our restaurant. I'm sorry..are you not an ADULT? is it too hard to be a fucking grown up?!,1
139,139.0,face masks,"@hillarywillbern @Fickster69 @Adrieliam @SMSCats2 @BillyCorben @TedToddAgency @CharleyTodd You're very UNexcited about Costco rules, unfortunately... I hope for my health and the health of everyone that you follow Costco rules and related laws to preserve public health... Please wear a mask and don't spread germs in public. :grin:",1
140,140.0,face masks,"@eastantrimmp I went to an ice cream parlor I love. While I ordered, I wore a mask. I sat down, took it off, &amp; enjoyed my dessert. I used hand sanitizer on everything I touched &amp; the table. I put my mask back on, thanked them, &amp; left. It’s not that hard!
#WearADamnMask",1
141,141.0,face masks,"@5_2blue He’s not a pastor. He’s a pretentious anal retentive self righteous princess jackass. Probably a closet Colonel Frank Fitz: A product of his own self antagonistic orientation. Send him a mask, not a gift card. #fools",1
142,142.0,face masks,"@kurteichenwald @NanaMof5 multi-generational households are traditionally POC &amp; taking it home to their grandmas &amp; parents is the feature not the bug w/ this “@WhiteHouse plan” for this [corona]virus. 
#DeliberateSpreaders seems obvious it’s why we’re STILL arguing abt masks.",1
143,143.0,face masks,@davidnwelton @mkraju @SherrynAdair @SpeakerPelosi It’s time for people to act responsibly. There is enough evidence that masks work. Adults shouldn’t have to be told to wear a mask. It’s not a political statement it’s what makes us all safer.,1
144,144.0,face masks,"I wonder if we said new evidence supported #COVID19 was an attack on the world from socialist space aliens, would we see more people start wearing masks? #boringIndependenceDay #WelcometoEarth #WearADamnMask ",1
145,145.0,face masks,"@ceastwoo @sternergulch @traceygaughran @GovLarryHogan Your ""logic"" is typical of the uneducated. Just because THEY didn't die doesn't mean other people won't or won't have life long effects. You really are willing to sacrifice them #COVIDIOTS You probably don't even get the flu shot. Bunch of nutcases you all are",1
146,146.0,face masks,"Watching the willingness of #Iranian Women, of the #bbcpersian #VOA elite/class, i can see it is #Islamophobia which drives their “No Hejab” calls for #Iran. #HumanRights has nothing to do with it, otherwise they would refuse masks more so. #Hypocrites are #parasites.",1
147,147.0,face masks,Wear.A.Damn.Mask.,1
148,148.0,face masks,"141 days into the US #COVID19 pandemic. With all the information we have about the benefit of wearing #masks, if you aren’t, you are responsible for the continued spread, deaths, illness, closures, financial ruin, and ongoing horror!",1
149,149.0,face masks,"@JohnPicacio @gaileyfrey Love it, I just ordered two.  Thanks for making such a great mask.  ",1
150,150.0,face masks,"@djrothkopf Bars, restaurants, sports, premature reopening, antimasking, and quarantine fatigue are all what make the US #1.

I'm still in disbelief that these public health measures are debated.",1
151,151.0,face masks,"Never realised how popular @WuTangOfficial became. However protecting ya neck isn’t going to protect you from corona. Wear your mask correctly in public places, cover your mouth and nose. Protect your loved ones, your fellow humans and yourself. #CoronaKills",1
152,152.0,face masks,@MarkRuffalo I’m spending the summer holiday in Northern Italy where masks are mandatory in stores. I thought it would be bad but it’s not especially when you know you safe lives.,1
153,153.0,face masks,"Also, I bought a new *reusable* mask in @SuperValuIRL for a fiver and I'm BUZZING to add it to my collection. why'd I buy it? Well because 1. I cannot sew and 2. I can't be asking my auntie to make me more masks but 3. I WANT ALL THE MASKS ",1
154,154.0,face masks,"If I end up in hospital with Covid-19, I'm going to sue Dublin Bus. 

Masks are compulsory now, yet most of the people who just got on aren't wearing one.

#Covid_19 #SueDublinBus ",1
155,155.0,face masks,"@alexronald123 @BorisJohnson that's nonsense:  masks reduce the distance water droplets from your mouth spread, thereby lowering the likelihood of the virus spreading (the virus travels in water droplets)
stop your whining, stop spreading misinformation and",1
156,156.0,face masks,@CMag051 It’s very scary to see how many people aren’t wearing masks or social distancing. We all need to do our part. It’s not that hard.,1
157,157.0,face masks,"We wouldn’t need so many ‘Rona relief measures from Congress if people just  
WORE A FUCKING MASK.",1
158,158.0,face masks,Let's be clear: it is all our business if you are not wearing a mask in our presence. This is not just about you. You don't have a right to kill those around you. If you harm someone for reminding you to wear a mask. You will be charged. Stop being selfish!!,1
159,159.0,face masks,"If you can't get people to believe they need to wear a mask, how will you convince them they need to get a vaccine? Asking for a friend... #COVID19",1
160,160.0,face masks,The gloves are officially off! I've had enough now! People blaming Front line NHS workers for this sh*tfest is where I draw the f*cking line! They are NOT where your blame lies! Management that implement and GOV that demand it! ENOUGH! #COVID19 #WearAMask #WearADamnMask,1
161,161.0,face masks,@iheartmindy That’s because you’re a Karen and a trump lover. If you really cared for the people that deserve to live on this planet. You would wear a damn mask. Good luck for when you might need a ventilator soon. Us Normal people are going to wear masks to survive.,1
162,162.0,face masks,Just a friendly reminder that covid is no joke and has really affected me for the foreseeable future. Please be kind and wear your mask and stay home if you're sick. #TreatPeopleWithKindness,1
163,163.0,face masks,@AuschwitzMuseum @candice_counsel If Anne Frank could live in a secret annex with seven other people for two years. I can wear a mask and maintain social distancing.,1
164,164.0,face masks,"I will be doing more shopping in Calgary after today, Home Depot at the Country Hills was full of people wearing masks, everyone was wearing a masks in their cars they were travelling between destinations, no shopping in Okotoks or Airdrie until they figure it out!",1
166,166.0,face masks,"""Staples Assault""  #Staples  
#COVIDIOTS 
#COVID 
#COVIDIOT attacks a woman who asks her to wear a mask
#WearADamnMask",1
167,167.0,face masks,A question to the people wearing their masks on their chins...do you think it’s doing anything :thinking_face:,1
169,169.0,face masks,@Walgreens @WAGSocialCare just left your Grayslake store. Shift leader Shannon wearing only a thin silk bandana instead of a proper mask. DO BETTER!,1
170,170.0,face masks,"Here’s the thing, I support responsible gun owner rights but if you own one for protection in case someone tries to hurt you but you won’t wear a mask, isn’t that a bit ironic? Neither one 100% guarantees your survival but it could possibly help, right?",1
171,171.0,face masks,"@DrsuzanneH You see it's because of populistic morons like yourself that we have trouble getting this virus under control! 
#WearAMask #WearADamnMask",1
172,172.0,face masks,"@JGForsyth Wear a mask and keep your distance and wash hands ! That is the mantra! 
And the infectious rate should be reduced  further then :100::100::100::mask::lotion_bottle::sponge::soap::hand::hand: 
#MasksOn #MaskUp",1
173,173.0,face masks,"@IAmHighOnHeels Watch till the end and #mask up everyone! 

#MaskUpCanada #Masks ",1
174,174.0,face masks,I'm told @HEB is not enforcing its own mask policy or the #Texas mask mandate. I highly encourage you to shop elsewhere.,1
175,175.0,face masks,@MaraJade_Sith People need to strap up and MASK up!! Americans sacrificed so much during WW2 and now they can’t even wear a mask at Target for 5 minutes without having a hissy fit!!,1
