,Unnamed: 0.1,Unnamed: 0,premise,text,stance
438,438,438,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME Proper hand washing, disinfecting of surfaces and usage of Lysol as ways to avoid infection by the Coronavirus.  (Hint .. it works for colds and flu bugs, too.)",0
1401,1401,1401,Holy communion cannot be the cause of the spread of coronavirus,"Some pastors will make cool cash today,  Be prepared for Anti-corona handkerchiefs, oil, apron and stickers with some punchlines like “This corona is not a joke, anti-corona oil will make you higher (in the lord) than coke”😪",0
851,851,851,Coronavirus is genetically engineered.,Is there Faraday Technology for the whole body? Body armor so to speak. If 5G technology is directly responsible for COVID-19 there must be Faraday infused clothing. If not it needs to be created! 5G @ 60Hz is deadly to human biology so we should have protective measures to,0
965,965,965,Vitamin C cures coronavirus.,"Went to Target to get Gatorade, coconut water and smartwater as recommended by my doc to recover from a minor procedure I‘ll be having. There was no Gatorade. Shelves cleared. We pondered why there was no Gatorade, a woman near us said it was b/c Coronavirus. Wtf. Honestly?",0
1444,1444,1444,Holy communion cannot be the cause of the spread of coronavirus,"Took communion from the common cup this morning, and it was the ultimate expression of faith in the midst of a global virus outbreak. 🙃",0
1791,1791,1791,Coronavirus can only survive in cold temperatures.,"@USERNAME Its the common cold... 56,000 deaths a year ""CDC""

""rhinovirus, responsible for  50% of colds. Other viruses that can cause colds include coronavirus""

Coronaviruses are believed to cause a large percentage of all adult colds.
https://t.co/wXh9cTxPz5
https://t.co/rSwnZlXDKZ",0
1476,1476,1476,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Federal government going with the Oakland ""sidewalk in front of your home is your responsibility"" approach to global pandemic. https://t.co/S3WCMhJzFD",0
359,359,359,Coronavirus is genetically engineered.,@USERNAME @USERNAME @USERNAME @USERNAME COVID-19 is going to be a huge strain on our first responders.,0
472,472,472,Coronavirus can only survive in cold temperatures.,"@USERNAME its a good thing Coronavirus won't effect people with

Heart disease
Cancer
Chronic lower respiratory diseases
Diabetes
or people who live with compromised immune systems.",0
1089,1089,1089,Vitamin C can prevent coronavirus circulation.,Practical advice for how to get ready for a possible coronavirus epidemic in the U.S. https://t.co/YFuR1gzSyG,0
490,490,490,Coronavirus is caused by 5G.,How Prepared Is the U.S. for a Coronavirus Outbreak? https://t.co/5XFYdoz7i7,0
387,387,387,Coronavirus is genetically engineered.,Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax https://t.co/inqG3lljUL via @USERNAME,0
1262,1262,1262,The lifetime of SARS-CoV-2 is only 12 hours.,APHL: Expanding Testing Capacity for COVID-19 Greatly Bolsters U.S. Public Health Response https://t.co/CMwYDcvAHx via @USERNAME,0
735,735,735,Vitamin C cures coronavirus.,@USERNAME Oh and lipsomal vitamin C made from organic ground orange peel taken hourly. IV vitamin C is being tried in China to stop the Cytokine Storm...,0
688,688,688,Vitamin C can prevent coronavirus circulation.,"Moonshine will cure the coronavirus.
I put that shit on everything.",0
83,83,83,Holy communion cannot be the cause of the spread of coronavirus,"A brief response to coronavirus through the lenses of biblical-theology, missiology, and pastoral ministry.
https://t.co/MI0tjWZyxa",0
633,633,633,Coronavirus is caused by 5G.,Health officials confirm 4th coronavirus case in Santa Clara County https://t.co/5cmn7b5O5t,0
350,350,350,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus: South Korea expects surge in infections from Shincheonji church https://t.co/fjOn5ub2D7 via @USERNAME,0
260,260,260,Africans are more resistant to coronavirus.,"Mustachioed men may be at greater risk of coronavirus, graphic warns
 https://t.co/JHoRWp9SRs",0
1568,1568,1568,Coronavirus can only survive in cold temperatures.,"@USERNAME @USERNAME Coronavirus isn't just a singular virus, but a group of viruses. Most aren't any worse than the common cold. The more severe ones like sars, &amp; COVID-19  are only dangerous to  those with weakened/compromised immune systems or left untreated.",0
2000,2000,2000,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus: South Korea tests 200,000 members of Shincheonji church - Business Insider https://t.co/nQrnG3ojEK",0
1928,1928,1928,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME There is another data named suspected patients. Today it only increased 50 in wuhan, it always increased over 2000 perday in wuhan two weeks ago. Now suspected patients in wuhan only 393, while 788 yesterday. i think wuhan will increase only about 100 in two or three days.",0
1344,1344,1344,Coronavirus can only survive in cold temperatures.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",0
859,859,859,Africans are more resistant to coronavirus.,Scientists warn Wuhan coronavirus is 1000 times more infectious than SARS. https://t.co/ffDhq2JdKh,0
1722,1722,1722,Avocado and mint tea cures coronavirus.,"To personally prepare for coronavirus,  I'm looking to stock up on coffee, peanut butter, chocolate and toilet paper... the only true necessities in life.",0
368,368,368,Holy communion cannot be the cause of the spread of coronavirus,The spread of sicknesses such as Ebola and the coronavirus is a foretaste of pandemics that will be part of the end times. Jesus referred to future plagues associated with the last days (Luke 21:11).,0
471,471,471,Coronavirus is genetically engineered.,"idc how concerned you are about covid-19, there’s no justification to be racially insensitive. i’m sick of seeing it from these privileged and ignorant yts. leave china alone",0
985,985,985,Coronavirus is genetically engineered.,"@USERNAME (sarcasm alert)
The Dems found someone willing to die in the U.S. for this ""hoax"" as 45 calls it b/c we all KNOW that the COVID-19 is just a ""HOAX"" to harm Trump. 
Please vote blue, no matter who!
We need to get rid of this hoax president!",0
1193,1193,1193,Coronavirus can only survive in cold temperatures.,"Coronavirus- very few cases in India, inspite of dense population living in un-hygienic conditions. The non-vegetarians don't eat anything besides chicken, lamb or pork (beef being banned). So probably our immune systems are not familiar to bats n their viruses.
Expert opinions?",0
1015,1015,1015,Coronavirus is caused by 5G.,"So far, the World Health Organization has stopped short of calling the coronavirus outbreak a ""pandemic"" — though it said it has the potential to become one. https://t.co/fr6URw49ja",0
1975,1975,1975,The lifetime of SARS-CoV-2 is only 12 hours.,@USERNAME @USERNAME &amp; I wonder if the virus in China SARS Cov 2 is truly the same genome as the one in America NCov-19?  Why is the name different too?,0
0,0,0,Coronavirus is genetically engineered.,How the COVID-19 outbreak is changing global politics https://t.co/dc6lgl9l83,0
1855,1855,1855,Vitamin C cures coronavirus.,"Went shopping this morning! Tons of can golds, water, ketchup, spaghetti sauce, TP and I ordered $75 dollars worth of vitamins and meds for the eventual outbreak of #coronavirüs in Texas!… https://t.co/i3sowwwrzg",0
690,690,690,Coronavirus is caused by 5G.,USD/MXN Outlook: First Two Cases of Coronavirus Confirmed in Mexico https://t.co/nl1BAa3M5i,0
1305,1305,1305,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"BREAKING: The #Perth man being treated in Sir Charles Gairdner Hospital for coronavirus has passed away, making him the first Australian to die from the virus. #9News
#Wuhan #China #COVID19 #Coronavirus #Pandemic #WHO @USERNAME",0
548,548,548,Fennel tea cures coronavirus.,@USERNAME @USERNAME @USERNAME Again where are the medical studies?  Not talking about naturopaths  or chiropractors who peddle vitamins.   It’s completely irresponsible  for the OP to tell people with coronavirus to take vitamin C and eat soup to “cure” it.  🤦🏻‍♀️,0
2051,2051,2051,A person can tell if they have coronavirus or not simply by holding their breath.,"Can someone tell me how a diagnosis for Coronavirus Is confirmed? I mean is it a blood test, if that was the case then laboratories would not be able to keep up ,if it was temperature 🤒 or other symptoms [or not] then it could be just the standard flu.
Am I missing something?",0
64,64,64,Coronavirus is genetically engineered.,Coronavirus is actually a mod ting..This needs stop ASAP smh..,0
1895,1895,1895,We're very close to a vaccine.,It's good that they've created a vaccine over a cure. A cure would have been unnecessary and probably would have to include parts of the strain itself and that's obviously extremely riskly. Cures have often been even worse diseases than the one the subject has already got. https://t.co/0gxBeUhaMZ,0
2076,2076,2076,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"After calling coronavirus a Democratic ""hoax,"" 1st U.S. fatality forces Trump to face reality https://t.co/pIUJvQqNOM JUST IN: The president was forced to defend his administration's response to the pandemic after the urgency of the crisis became all too real. https://t.co/QTFeiEbfUw",0
135,135,135,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus is already spreading in some US cities, and reported cases are probably dwarfed by asymptomatic or mild ones. This means spread will begin in most major cities within 1-4 weeks. Some cities will be hit much worse because superspreading events are unevenly distributed.",0
805,805,805,Vitamin C cures coronavirus.,"@USERNAME Just got back from Costco. Sign saying they're out of masks, thermometers, hand sanitizer, rubbing alcohol and a few more items and they don't know when to expect more due to the coronavirus scare.",0
1456,1456,1456,A person can tell if they have coronavirus or not simply by holding their breath.,Kris Verma said one way residents can prepare for the possibility of a coronavirus pandemic is by making a COVID-19 kit with essentials they may need in case they need to isolate themselves from others. https://t.co/Fa1QETpPeX,0
483,483,483,Avocado and mint tea cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",0
289,289,289,A person can tell if they have coronavirus or not simply by holding their breath.,How do you know if you have the coronavirus? Asking for a friend...,0
362,362,362,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"The Spanish flu pandemic was triggered by a virus that is now a household name: H1N1. H1N1 resurfaced in 2009, again spreading to the far reaches of the planet, but with only a small fraction of the death toll of its first emergence. https://t.co/cwlMXdnK0O",0
1624,1624,1624,SARS-CoV-2 can survive for weeks on surfaces.,@USERNAME @USERNAME I saw a stat showing flu had 0.1% death rate. So technically only 20 times deadlier if true. However COVID-19 appears to have a much longer incubation period before symptoms present while still being highly contagious.,0
838,838,838,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","#chinazi #ccp said no rumours, then it tightens the internet usage.
From 1st March, 2020 a higher and “safer” firewall will be ready  to stop ppl in #China from reaching the real world. 
#CCP_is_terrorist https://t.co/1MoQmzyMmj",0
1915,1915,1915,Vitamin C can prevent coronavirus circulation.,Apparently you can kill coronavirus by using a wash cloth...daily.,0
679,679,679,Coronavirus is genetically engineered.,"You and I and your aunt Sally are all going to be infected with COVID-19. This one, unlike SARS and MERS, isn't so deadly that it will quickly burn out. This is more like a severe cold and will like circulate and gradually infect the sustainable population--all of us.",0
156,156,156,A person can tell if they have coronavirus or not simply by holding their breath.,Torn between believing this #coronavirus frenzy &amp; thinking it's exaggerated.Looks very serious but started to wonder if all footage was either faked or something else entirely? People can be controlled by fear-mongering OR disease. Can't quite make out the facts yet.. Thoughts?,0
478,478,478,Coronavirus is genetically engineered.,"Moderna, a biotech company who recently made its way to Norwood, has just shipped its first experimental coronavirus vaccine to US Government Researchers. 

https://t.co/rXiiqHngLo https://t.co/CorgZCUsM7",0
348,348,348,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME And why is the grandma-evicting producer of the LEGO movie attending your hastily assembled coronavirus meeting? Were any of these people in the original pandemic response office you de-funded and destroyed? Let the doctors speak to us for themselves, you inept grifter shitheel.",0
1896,1896,1896,Africans are more resistant to coronavirus.,"Pakistan confirms two more cases of coronavirus, with a total of four https://t.co/X9RBnb09KA",0
1076,1076,1076,Fennel tea cures coronavirus.,"@USERNAME Proper hand washing, disinfecting of surfaces and usage of Lysol as ways to avoid infection by the Coronavirus.  (Hint .. it works for colds and flu bugs, too.)",0
1938,1938,1938,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Contagion, a 2011 movie that depicts events of a virus epidemic that is strangely very similar to the #coronavirus outbreak https://t.co/n9XLaxVWJG",0
870,870,870,Coronavirus is genetically engineered.,covid-19 as an act of ecoterrorism confirmed https://t.co/o9AC58WS05,0
2108,2108,2108,Vitamin C cures coronavirus.,"I start to freak out about the #coronavirus and my anxiety goes up the roof!! I been reading about it since Jan when it was only in China. Don’t know what to believe anymore. Just like the flu? Worse? Been buying medicine, waters and canned foods. I’m freaking out.",0
557,557,557,Coronavirus is caused by 5G.,COVID-19 CORONAVIRUS / STATUS OF COVID-19 OUTBREAK IN CHINA: https://t.co/nMUOQLg5Qd,0
1874,1874,1874,Vitamin C cures coronavirus.,"Hangover is being mistaken for a corona virus, menudo and a Gatorade will clear you up haha https://t.co/VVW6XcHYLH",0
2077,2077,2077,A person can tell if they have coronavirus or not simply by holding their breath.,"If you didn’t know anything about the  world except what people on Twitter have been talking about for the last week, right now you’d be pretty certain that the coronavirus is spread by people touching their genitals with their hands and then not washing them...",0
1169,1169,1169,Coronavirus is genetically engineered.,The fact that every media outlet is not focused tonight on the shit show handling of the Covid-19 outbreak is very distressing to me. Primary results can wait. Lives are on the line. We have an extremely evil and mentally incompetent man in the White House. #SouthCarolinaPrimary,0
1907,1907,1907,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME 60 infected in USA and one death. Most infected individuals will do well. In China greater than 100,000 infected and about 2000 dead mostly elderly and with chronic conditions or immunocompromised.",0
594,594,594,Vitamin C can prevent coronavirus circulation.,"How do we strengthen our immune systems to fight viruses, flus and coronavirus? Should we be taking Vitamin C, minerals, b12 ? What boosts immune system @USERNAME @USERNAME @USERNAME",0
2024,2024,2024,Holy communion cannot be the cause of the spread of coronavirus,"Roman Catholic authorities in #Jerusalem have instructed their priests to give communion by hand only, rather than placing the wafers on worshippers’ tongues, as precautions against the spread of the #coronavirus.

#COVID_19

https://t.co/fngcRvAwTF",0
31,31,31,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME Ambroxol is a 30 year old generic cold/flu OTC remedy, sold for $9 in the UK that could mitigate coronavirus.

Study: Ambroxol for the prevention of acute upper respiratory disease
Conclusion: Helps prevent catching respiratory flu at 45 mg per day.

https://t.co/Wlkuj96gpA",0
1777,1777,1777,Avocado and mint tea cures coronavirus.,"@USERNAME Not a medical professional, but am immune compromised and this is what I was told years ago and have followed since - N95 mask. Don’t touch eyes! Stay super hydrated. Saline spray, eye drops, and biotene for mouth. Bacteria like dry mucus passages. Don’t point the air vent at you",0
247,247,247,Avocado and mint tea cures coronavirus.,"Panic buying has started over fear of the coronavirus. Toilet paper, bottled water, and face masks are the biggest sellers. A virus is small. A face mask will not stop it. Tap water has chemicals that kill germs. Bottled water doesn’t. Toilet paper... ??? Get a grip people!",0
1925,1925,1925,Coronavirus is genetically engineered.,"@USERNAME Based on the scientific data, current outbreak crowonavirus is the third generation virus.  And what scientists found all generations virus from American patients.  Therefore, this virus origin from US.  You can call it American virus.",0
658,658,658,Vitamin C can prevent coronavirus circulation.,Yall think corn can help cure coronavirus?,0
1399,1399,1399,We're very close to a vaccine.,"At least we are capable of creating a cure, unlike other groups of people. https://t.co/955K0u4mLh",0
115,115,115,Coronavirus is genetically engineered.,"Coronavirus has killed one person in America. One. A woman with health issues. In her 50s. 

The flu kills 6300 in the US just like her each year. And not one of them makes the news.",0
914,914,914,Avocado and mint tea cures coronavirus.,"Stocked up on beans, rice, canned meats, and medicine this weekend. This whole #coronavirus #covid thing feels different. Not alarmist different, but different in a really inconvenient way. Worried about hysteria, shutdowns, work loss, and cabin fever.",0
756,756,756,Coronavirus can only survive in cold temperatures.,"Coronavirus more likely than Sars to bond to human cells, scientists say https://t.co/jtpAcs0HQV via @USERNAME",0
1112,1112,1112,Fennel tea cures coronavirus.,"Hangover is being mistaken for a corona virus, menudo and a Gatorade will clear you up haha https://t.co/VVW6XcHYLH",0
1945,1945,1945,Africans are more resistant to coronavirus.,"The US have more ppl infected with coronavirus than Mexico but, somehow, they're the ones trying to impose restrictions hahahah.
That's golden. https://t.co/SCbiVcJWxZ",0
1053,1053,1053,Africans are more resistant to coronavirus.,"International travellers are facing tighter restrictions at airports as the number of countries denying entry to passengers who have recently visited China, Italy and other regions with reported cases of coronavirus increases. https://t.co/XiApjK0tIC",0
1926,1926,1926,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong https://t.co/HiukgoNynw via @USERNAME",0
431,431,431,Coronavirus can only survive in cold temperatures.,"@USERNAME @USERNAME Why in the world are you tweeting this?Capnocytophaga
bacterium in the normal gingival flora of canine and feline species, but can cause illness in humans.
It is NOT a virus and has NOTHING to do with Coronavirus.",0
2063,2063,2063,A person can tell if they have coronavirus or not simply by holding their breath.,Did you know. Not a single person that has got or has had the Coronavirus has contracted it from drinking a bottle of Corona? True fact that.,0
717,717,717,Holy communion cannot be the cause of the spread of coronavirus,How will God stop the spread of Coronavirus when he was the one who made it to punish heathens? Does God command natural selection and deselection?,0
1252,1252,1252,The lifetime of SARS-CoV-2 is only 12 hours.,"SARS-Cov-2 is new and therefore “scary” as we try to learn more about it, prepare for worst case scenarios, and continue to watch it spread. But actually Coronavirus research has been going on for decades, under appreciated and underfunded",0
1992,1992,1992,The lifetime of SARS-CoV-2 is only 12 hours.,"Confirmed cases of COVID-19 in South Korea is now 3,526 (+376)

#coronavirus #2019nCoV #COVID19 #SARSCoV2 #SouthKorea https://t.co/JAHZMqCNvg",0
1912,1912,1912,Vitamin C cures coronavirus.,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/hEdtNYP77G",0
1768,1768,1768,Coronavirus is caused by 5G.,"Coronavirus doesn't discriminate, but they. https://t.co/1d3e9wALVL",0
282,282,282,Hand sanitiser sold commercially does not destroy the coronavirus.,"Also, your plan to fund these endeavors by stockpiling and then reselling hand sanitizer to people afraid of coronavirus.... probably could use some rethinking.",0
1017,1017,1017,Coronavirus can only survive in cold temperatures.,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines – https://t.co/1V92tmh9N3 https://t.co/yDAtfkdKMj",0
246,246,246,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME @USERNAME buncha retards here, coronavirus is NOT airborne. It is transmitted via respiratory droplets. Surgical masks and frequent hand wash are more than enough for prevention, N95 are used against pollution and industrial hazard i.e. small particle dust.both work but N95's just overkill",0
1604,1604,1604,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME Yes, seasonal flu does sicken and kill many people, that’s why smart people get an annual flu shot and take precautions. But the death rate from seasonal flu is many, many times less than the 2019 Novel Coronavirus a/k/a SARS-COV-2. That is why containment is critical. Get it?",0
1779,1779,1779,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",The manic left are desperate for thousands to die from Coronavirus so they can blame the Govt instead of a Chinese geezer for eating bat in Wuhan.,0
730,730,730,Holy communion cannot be the cause of the spread of coronavirus,"CORONAVIRUS VACCINE: LUCK OR ANSWERED PRAYER?
https://t.co/f0TFoAEotl https://t.co/f0TFoAEotl",0
330,330,330,Vitamin C can prevent coronavirus circulation.,"How To Cure COVID-19 - Coronavirus Disease - Eco Paint, Inc. https://t.co/RPGN1py9Wy",0
217,217,217,Coronavirus is caused by 5G.,Coronavirus: Risk of spread upgraded to highest level https://t.co/YaKvQ8T6Ep,0
1504,1504,1504,Fennel tea cures coronavirus.,@USERNAME Oh and lipsomal vitamin C made from organic ground orange peel taken hourly. IV vitamin C is being tried in China to stop the Cytokine Storm...,0
1277,1277,1277,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Conspiracy Theory or Coincidence??

A book made in 1981 already said something about the deadly Coronavirus.

And in the past 3 days, other countries are reporting more cases than China. The Lord is good 🙌.
#CoronaVirusUpdate https://t.co/w4l0HvlVY8",0
2048,2048,2048,Coronavirus is genetically engineered.,Coronavirus Is Disrupting Supply Chains. These Industries Are Most Vulnerable. https://t.co/GBxhpmwfjZ,0
609,609,609,Holy communion cannot be the cause of the spread of coronavirus,"“Coronavirus will not go away until the 3rd Temple is built…the Temple is the Crown, just like the Tefillin on a Jewish man’s head…may it be the will of HaShem that we merit to build a crown &amp; palace for the One King to protect the world from the Coronavirus” Rabbi Aryeh Lipo",0
1325,1325,1325,Africans are more resistant to coronavirus.,US cases: There are now 71 confirmed and presumptive positive cases of coronavirus in the United States.,0
1251,1251,1251,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong https://t.co/F6OqWAVmxQ via @USERNAME",0
569,569,569,Coronavirus is genetically engineered.,Coronavirus is probably in Ghana and someone is treating it with procold tabs,0
1957,1957,1957,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus can spread on contaminated surfaces, experts warn https://t.co/2iEHj2Tt7i via @USERNAME",0
999,999,999,Fennel tea cures coronavirus.,"@USERNAME @USERNAME Oh, is ultraviolet light (in the right wavelengths) useful for disinfection against a Corona virus? Say, when scrubbing something down is impractical or impossible?

Or should we just stick with alcohol, bleach, soap and water, or other disinfectants?",0
165,165,165,Coronavirus is genetically engineered.,"Coronavirus in Iran, scary as fvck.
If it comes to Kenya people will kill each other.",0
1088,1088,1088,Vitamin C can prevent coronavirus circulation.,Thread by a Virologist on Coronavirus transmissions and effective strategies to mitigate.  Spoiler Alert: keep your environment humid and wash your hands. https://t.co/eo3iJaGnRz,0
1421,1421,1421,We're very close to a vaccine.,"We're pretty much all going to get the coronavirus. Calm down, don't panic, get healthy. Eat good, take vitamins, stock up on prescriptions, get plenty of rest. That's it.",0
32,32,32,Coronavirus is genetically engineered.,@USERNAME That is gauging. The test is the exact same test as for the flu with a process cost of about .62 cents per. Coronavirus is spore based.,0
132,132,132,Holy communion cannot be the cause of the spread of coronavirus,"Be saved &amp; written in the Lamb's Book of Life (see Revelation 21:27)! Ask Jesus in prayer to forever forgive/save you and be your Lord/Savior forevermore!
#virus #cold #flu #influenza #corona #coronavirus #disease #earth #humanity #human #mankind #womankind #peoplekind #teenagers",0
1255,1255,1255,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Coronavirus Update, Map As More Than 4,000 People Infected Outside China in Over 50 Countries https://t.co/n9BvRTn93D",0
1564,1564,1564,The lifetime of SARS-CoV-2 is only 12 hours.,@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Coronavirus and SARS are so similar that the correct name is SARS-COV-2,0
850,850,850,The lifetime of SARS-CoV-2 is only 12 hours.,"Novel #coronavirus (COVID-19) imaging features overlap with #SARS and #MERS: #COVID-19's imaging features are variable and nonspecific, but the imaging findings reported thus far do show 
https://t.co/tO4EYLCOzO",0
1441,1441,1441,The lifetime of SARS-CoV-2 is only 12 hours.,"This is impossible that there are only 3 cases related to COVID-19 in India. The number is low due to:
1. Gross underreporting by Gov
2. Over the Counter treatment by infected people (likely)
This is going to blow up sooner than expected 
#coronavirus",0
1994,1994,1994,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"MUST WATCH
Applying Ockham's Razor Principle to the #COVID19 PANDEMIC 
Francis Boyle: Wuhan Coronavirus is an Offensive Biological Warfare Weapon https://t.co/T8mHIJ86P2 via @USERNAME",0
1951,1951,1951,Africans are more resistant to coronavirus.,Russia and China are taking different but equally dangerous approaches to coronavirus https://t.co/nPa7G7DFKQ,0
209,209,209,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,Trump offered his fake condolences to the family of the first US victim of the pandemic whom he described as a wonderful woman who was a medically high-risk patient in her late 50s at his 3rd press conference on the Coronavirus. FYI: The patient was a male.,0
1371,1371,1371,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME Look, the Coronavirus has been around for years, just go to your local grocery store &amp; buy a bottle of Lysol Disinfectant Wipes or Spray, read the back label &amp; you'll see that it claims to eliminate ""Human Coronavirus."" Just get the old formula &amp; tweak it for a enhanced cure.",0
85,85,85,Vitamin C cures coronavirus.,"CONTENT NOTE: brief mention of menstruation and elimination substances from when you go to the bathroom, discussion of the environment and whatnot
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

During cold, flu, and coronavirus season, remember that antibacterial hand and body soaps are bad for:",0
2102,2102,2102,Holy communion cannot be the cause of the spread of coronavirus,"81% of Korean religious cult members test positive for coronavirus.
https://t.co/ezz24PLPeS",0
1130,1130,1130,Coronavirus is caused by 5G.,How Prepared Is the U.S. for a Coronavirus Outbreak? https://t.co/BrjrPgWOrT,0
901,901,901,Vitamin C cures coronavirus.,"Me: I'm kinda wigged out about Coronavirus. *stocks up on water, pet food, Lysol, Respiratory meds, batteries, masks, hand sanitizer* 

Elote cart: *ring ring* 

Me: https://t.co/4iC5kAYDV9",0
1302,1302,1302,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME Probably not realistic. The chances that anyone in the US, who thinks they have coronavirus, actually has it is infinitesimal- they likely have the flu. Home care for them would be crazily expensive- and logistically impossible.  They should go to their doctors for flu treatment.",0
45,45,45,The lifetime of SARS-CoV-2 is only 12 hours.,@USERNAME That's not technically true. The virus that causes COVID-19 is SARS-CoV-2. The name of the disease remains Novel (new) Coronavirus ( a family of viruses that includes SARS but also harmless microbes) 2019 ( year of emergence),0
1222,1222,1222,Vitamin C can prevent coronavirus circulation.,@USERNAME Not because of taking the injection but because the coronavirus is overhyped.,0
